,date_new,PM2.5_avg_conc,PRCP,TAVG
777,13-02-2010,78.08333333,0,25
778,14-02-2010,103.3913043,0,24
779,15-02-2010,30,0,29
780,16-02-2010,93.58333333,0,29
781,17-02-2010,67.29166667,0,33
782,18-02-2010,79.66666667,0,35
783,19-02-2010,112.9583333,0,42
784,20-02-2010,178.5,0,34
785,21-02-2010,125.75,0,35
786,22-02-2010,94.5,0,41
787,23-02-2010,166.5,0,41
788,24-02-2010,277.7083333,0,35
789,25-02-2010,169.625,0,31
790,26-02-2010,69.875,0.02,33
791,27-02-2010,76.41666667,0.12,27
792,28-02-2010,83.58333333,0,34
793,01-03-2010,57.91666667,0,35
794,02-03-2010,90.08333333,0,38
795,03-03-2010,157.875,0,34
796,04-03-2010,186.0833333,0,29
797,05-03-2010,31.33333333,0,28
798,06-03-2010,50.04166667,0.11,27
799,07-03-2010,87.25,0,28
800,08-03-2010,48.33333333,0,35
801,09-03-2010,18,0,38
802,10-03-2010,59.58333333,0,45
803,11-03-2010,171.625,0,37
804,12-03-2010,49.20833333,0.32,34
805,13-03-2010,62.125,0,36
806,14-03-2010,83.875,0,38
807,15-03-2010,64.5,0,39
808,16-03-2010,64.25,0,37
809,17-03-2010,40.79166667,0,42
810,18-03-2010,157.6666667,0,45
811,19-03-2010,228.4166667,0,47
812,20-03-2010,168.1818182,0,49
813,21-03-2010,68.91666667,0,48
814,22-03-2010,162.9565217,0,46
815,23-03-2010,52.125,0.11,40
816,24-03-2010,62.83333333,0,47
817,25-03-2010,30.41666667,0,43
818,26-03-2010,67.70833333,0,46
819,27-03-2010,72.33333333,0,48
820,28-03-2010,71.79166667,0.17,48
821,29-03-2010,213.7083333,0.03,52
822,30-03-2010,256.8571429,0,49
823,31-03-2010,122.2222222,0,46
824,01-04-2010,28.04545455,0,48
825,02-04-2010,30.75,0,58
826,03-04-2010,101.2083333,0.02,51
827,04-04-2010,123.5,0,50
828,05-04-2010,135.0833333,0,56
829,06-04-2010,20.375,0,60
830,07-04-2010,92.875,0,54
831,08-04-2010,106,0,51
832,09-04-2010,85.91666667,0.04,45
833,10-04-2010,36.20833333,0,46
834,11-04-2010,68.75,0,45
835,12-04-2010,47.79166667,0,47
836,13-04-2010,20.125,0,44
837,14-04-2010,56.79166667,0,49
838,15-04-2010,171.0833333,0,48
839,16-04-2010,211,0,57
840,17-04-2010,147.5833333,0.04,58
841,18-04-2010,232.625,0,57
842,19-04-2010,211.125,0,54
843,20-04-2010,82.83333333,0.15,49
844,21-04-2010,39.58333333,0,56
845,22-04-2010,39.41666667,0,61
846,23-04-2010,33.16666667,0.36,58
847,24-04-2010,86.54166667,0.07,49
848,25-04-2010,87.5,0,49
849,26-04-2010,13.375,0,51
850,27-04-2010,24.66666667,0,56
851,28-04-2010,16.375,0,63
852,29-04-2010,18.66666667,0,71
853,30-04-2010,27.58333333,0,77
854,01-05-2010,69.375,0,71
855,02-05-2010,78.04166667,0.19,67
856,03-05-2010,109.875,0.2,66
857,04-05-2010,137.2916667,0,69
858,05-05-2010,125.4583333,0,73
859,06-05-2010,18.95833333,0,69
860,07-05-2010,96.41666667,0.04,65
861,08-05-2010,128.2916667,0,65
862,09-05-2010,79.875,0,67
863,10-05-2010,47.45833333,0,64
864,11-05-2010,16.04166667,0,67
865,12-05-2010,43.66666667,0,67
866,13-05-2010,67.33333333,0,73
867,14-05-2010,136.125,0,66
868,15-05-2010,181.75,0.02,62
869,16-05-2010,109.9583333,0.45,64
870,17-05-2010,67.54545455,0,74
871,18-05-2010,51.625,0,80
872,19-05-2010,33.91666667,0,76
873,20-05-2010,64.08333333,0,75
874,21-05-2010,108.2083333,0.01,77
875,22-05-2010,151.3333333,0,77
876,23-05-2010,125.25,0,79
877,24-05-2010,45.79166667,0,79
878,25-05-2010,33.20833333,0.01,71
879,26-05-2010,81.91666667,0.22,68
880,27-05-2010,84.78947368,0,76
881,28-05-2010,130.875,0.01,76
882,29-05-2010,143.5,0,72
883,30-05-2010,39.45833333,0.26,70
884,31-05-2010,84.41666667,1.65,68
885,01-06-2010,110.3809524,0,71
886,02-06-2010,121,0,73
887,03-06-2010,115.4583333,0,75
888,04-06-2010,80,0,77
889,05-06-2010,NA,0,79
890,06-06-2010,NA,0,79
891,07-06-2010,131.5833333,0,78
892,08-06-2010,160.75,0.06,71
893,09-06-2010,48,0,71
894,10-06-2010,49.875,0,75
895,11-06-2010,86.83333333,0.02,76
896,12-06-2010,110.1666667,0.41,75
897,13-06-2010,115.9583333,0,81
898,14-06-2010,83.66666667,0.11,79
899,15-06-2010,146.375,0.99,69
900,16-06-2010,93.91666667,0,72
901,17-06-2010,36.66666667,0,76
902,18-06-2010,67.08333333,0,83
903,19-06-2010,94.5,0,78
904,20-06-2010,81.13636364,0,79
905,21-06-2010,74.20833333,0,78
906,22-06-2010,128.3,0,79
907,23-06-2010,58.35714286,0,80
908,24-06-2010,76.83333333,0,80
909,25-06-2010,163.4166667,0,80
910,26-06-2010,173.4166667,0,80
911,27-06-2010,117.9583333,0,80
912,28-06-2010,153.4166667,0,80
913,29-06-2010,188.5416667,0.1,76
914,30-06-2010,177.5,0,83
915,01-07-2010,126.1666667,0,89
916,02-07-2010,27.54166667,0,89
917,03-07-2010,68.95833333,0,93
918,04-07-2010,91.79166667,0,94
919,05-07-2010,48.08333333,0,81
920,06-07-2010,25.58333333,0,87
921,07-07-2010,56.91666667,0.3,79
922,08-07-2010,45.625,0.37,73
923,09-07-2010,86.16666667,0.02,76
924,10-07-2010,80.875,0,75
925,11-07-2010,163.9166667,0.03,76
926,12-07-2010,120.9583333,0,79
927,13-07-2010,106.25,0.13,77
928,14-07-2010,129.2916667,0,82
929,15-07-2010,195.9166667,0,83
930,16-07-2010,202.75,0,85
931,17-07-2010,113.6666667,0.24,78
932,18-07-2010,156.0416667,0.14,80
933,19-07-2010,167.8333333,0,83
934,20-07-2010,43.16666667,0,85
935,21-07-2010,70.83333333,0,88
936,22-07-2010,163.4583333,0,88
937,23-07-2010,173.5416667,0,88
938,24-07-2010,94.08333333,0,87
939,25-07-2010,164.2083333,0,88
940,26-07-2010,210.875,0,88
941,27-07-2010,183.75,0,89
942,28-07-2010,176.75,0,86
943,29-07-2010,197.5833333,0,87
944,30-07-2010,214.9166667,0,81
945,31-07-2010,125.5833333,0,83
946,01-08-2010,41.54166667,0,81
947,02-08-2010,68.79166667,1.02,78
948,03-08-2010,146.1666667,0,82
949,04-08-2010,120.0833333,0,80
950,05-08-2010,22.41666667,0,78
951,06-08-2010,19.875,0.11,78
952,07-08-2010,79.875,0,82
953,08-08-2010,92.83333333,0,83
954,09-08-2010,238.1666667,0,78
955,10-08-2010,148.1666667,0,80
956,11-08-2010,116.1666667,0,81
957,12-08-2010,92.33333333,0,86
958,13-08-2010,130.25,0,85
959,14-08-2010,NA,0,84
960,15-08-2010,NA,0,83
961,16-08-2010,75.125,0.11,81
962,17-08-2010,141.875,1.53,76
963,18-08-2010,233.8333333,0,81
964,19-08-2010,110.1666667,3.11,71
965,20-08-2010,119.25,0.04,75
966,21-08-2010,38.66666667,0,77
967,22-08-2010,21.95833333,0,76
968,23-08-2010,79.375,0,76
969,24-08-2010,132.375,0,79
970,25-08-2010,87.625,0,79
971,26-08-2010,63.875,0,80
972,27-08-2010,39.41666667,0,79
973,28-08-2010,47.66666667,0,80
974,29-08-2010,114.8333333,1.08,77
975,30-08-2010,109.4166667,0.97,76
976,31-08-2010,88.79166667,0,78
977,01-09-2010,70.375,0.04,75
978,02-09-2010,96.20833333,0,77
979,03-09-2010,110.9166667,0,77
980,04-09-2010,93.58333333,0,79
981,05-09-2010,118.7916667,0,77
982,06-09-2010,153.9583333,0,73
983,07-09-2010,134.5833333,0,72
984,08-09-2010,96.54166667,0,77
985,09-09-2010,159.75,0,79
986,10-09-2010,99.75,0,78
987,11-09-2010,90.125,0,79
988,12-09-2010,121.2083333,0,80
989,13-09-2010,156.5833333,0,79
990,14-09-2010,195.7916667,0,77
991,15-09-2010,306.6666667,0.35,62
992,16-09-2010,195.5,0.83,59
993,17-09-2010,45.04166667,0.01,67
994,18-09-2010,23.29166667,0,65
995,19-09-2010,71.52631579,0.98,59
996,20-09-2010,92.75,0,61
997,21-09-2010,12.8,0,65
998,22-09-2010,NA,0,65
999,23-09-2010,NA,0,63
1000,24-09-2010,NA,0,66
1001,25-09-2010,NA,0,66
1002,26-09-2010,NA,0,60
1003,27-09-2010,45,0,59
1004,28-09-2010,NA,0,62
1005,29-09-2010,NA,0,65
1006,30-09-2010,211.6666667,0.91,65
1007,01-10-2010,223.5,0,67
1008,02-10-2010,35.04166667,0,63
1009,03-10-2010,10,0,65
1010,04-10-2010,24.54166667,0,65
1011,05-10-2010,77.08333333,0,64
1012,06-10-2010,268.8333333,0,65
1013,07-10-2010,377.0833333,0,63
1014,08-10-2010,368.2916667,0.13,61
1015,09-10-2010,357.25,0.86,61
1016,10-10-2010,387.9583333,0,57
1017,11-10-2010,10.375,0,61
1018,12-10-2010,52.5,0,65
1019,13-10-2010,116.25,0,61
1020,14-10-2010,16.04166667,0,56
1021,15-10-2010,39.33333333,0,48
1022,16-10-2010,76.25,0.12,46
1023,17-10-2010,45.70833333,0,48
1024,18-10-2010,67.75,0,50
1025,19-10-2010,71.66666667,0,53
1026,20-10-2010,82.20833333,0,55
1027,21-10-2010,124.375,0.02,57
1028,22-10-2010,168.9166667,0.29,52
1029,23-10-2010,216.625,0,49
1030,24-10-2010,101.4583333,0,41
1031,25-10-2010,11.125,0,42
1032,26-10-2010,13.04166667,0,48
1033,27-10-2010,86.875,0,53
1034,28-10-2010,77.29166667,0,52
1035,29-10-2010,52.125,0,52
1036,30-10-2010,50.70833333,0,51
1037,31-10-2010,72.70833333,0,47
1038,01-11-2010,67.55555556,0,49
1039,02-11-2010,NA,0,53
1040,03-11-2010,109.3333333,0,53
1041,04-11-2010,65.79166667,0,51
1042,05-11-2010,101.5,0,53
1043,06-11-2010,271.0833333,0,47
1044,07-11-2010,69.375,0,40
1045,08-11-2010,12.875,0,41
1046,09-11-2010,59.33333333,0,49
1047,10-11-2010,130.4583333,0,45
1048,11-11-2010,75.75,0,44
1049,12-11-2010,66.04166667,0,37
1050,13-11-2010,17.04166667,0,35
1051,14-11-2010,22,0,40
1052,15-11-2010,52.91666667,0,39
1053,16-11-2010,138.9583333,0,41
1054,17-11-2010,320.1666667,0,44
1055,18-11-2010,384.5,0,44
1056,19-11-2010,370.3333333,0,46
1057,20-11-2010,296.5833333,0,39
1058,21-11-2010,136.7083333,0,39
1059,22-11-2010,69.77272727,0,40
1060,23-11-2010,230.875,0,35
1061,24-11-2010,71.75,0,32
1062,25-11-2010,66.625,0,37
1063,26-11-2010,116.6666667,0,33
1064,27-11-2010,27.66666667,0,34
1065,28-11-2010,171.4166667,0,33
1066,29-11-2010,190.4166667,0,35
1067,30-11-2010,224.2083333,0,37
1068,01-12-2010,257.625,0,32
1069,02-12-2010,83.5,0,34
1070,03-12-2010,74.75,0,40
1071,04-12-2010,167.3333333,0,36
1072,05-12-2010,78.45833333,0,33
1073,06-12-2010,17.875,0,39
1074,07-12-2010,57,0,36
1075,08-12-2010,39.41666667,0,35
1076,09-12-2010,193.9583333,0,30
1077,10-12-2010,104.375,0,30
1078,11-12-2010,45.75,0,25
1079,12-12-2010,115.4583333,0,22
1080,13-12-2010,20.83333333,0,18
1081,14-12-2010,17.33333333,0,27
1082,15-12-2010,22.41666667,0,31
1083,16-12-2010,54.20833333,0,32
1084,17-12-2010,108.3333333,0,36
1085,18-12-2010,271.75,0,36
1086,19-12-2010,153.125,0,34
1087,20-12-2010,200.2916667,0,38
1088,21-12-2010,434.8333333,0,23
1089,22-12-2010,145.125,0,18
1090,23-12-2010,23.16666667,0,23
1091,24-12-2010,43.45833333,0,25
1092,25-12-2010,55.58333333,0,30
1093,26-12-2010,50.625,0,29
1094,27-12-2010,79.70833333,0,26
1095,28-12-2010,28.16666667,0,20
1096,29-12-2010,36.625,0,21
1097,30-12-2010,17.58333333,0,25
1098,31-12-2010,18.66666667,0,24
1100,01-01-2011,NA,0,26
1101,02-01-2011,36.66666667,0,24
1102,03-01-2011,162.2916667,0,25
1103,04-01-2011,91.33333333,0,25
1104,05-01-2011,20.25,0,28
1105,06-01-2011,15.875,0,22
1106,07-01-2011,46.66666667,0,22
1107,08-01-2011,79.75,0,26
1108,09-01-2011,NA,0,23
1109,10-01-2011,80.125,0,26
1110,11-01-2011,27,0,27
1111,12-01-2011,62.79166667,0,20
1112,13-01-2011,126.375,0,19
1113,14-01-2011,17.58333333,0,21
1114,15-01-2011,16.125,0,21
1115,16-01-2011,36.08333333,0,23
1116,17-01-2011,37.875,0,22
1117,18-01-2011,20.20833333,0,24
1118,19-01-2011,20.75,0,25
1119,20-01-2011,38.75,0,24
1120,21-01-2011,71.66666667,0,23
1121,22-01-2011,56.29166667,0,24
1122,23-01-2011,14.5,0,21
1123,24-01-2011,44.29166667,0,23
1124,25-01-2011,34.29166667,0,26
1125,26-01-2011,67.54166667,0,22
1126,27-01-2011,31.875,0,25
1127,28-01-2011,18.20833333,0,29
1128,29-01-2011,11.91666667,0,31
1129,30-01-2011,21.20833333,0,32
1130,31-01-2011,28.66666667,0,34
1131,01-02-2011,35.08333333,0,33
1132,02-02-2011,53.29166667,0,27
1133,03-02-2011,100.875,0,38
1134,04-02-2011,131.125,0,33
1135,05-02-2011,113.25,0,33
1136,06-02-2011,54.04166667,0,29
1137,07-02-2011,141.625,0.14,26
1138,08-02-2011,98.45833333,0,26
1139,09-02-2011,126.875,0,22
1140,10-02-2011,65,0.06,23
1141,11-02-2011,62.20833333,0,24
1142,12-02-2011,27.58333333,0,25
1143,13-02-2011,73.625,0,28
1144,14-02-2011,33.125,0,35
1145,15-02-2011,202.2083333,0,34
1146,16-02-2011,268.875,0,37
1147,17-02-2011,209.625,0,36
1148,18-02-2011,192.5833333,0,35
1149,19-02-2011,189.25,0,36
1150,20-02-2011,349.4583333,0,38
1151,21-02-2011,493.9166667,0,43
1152,22-02-2011,401.4583333,0,35
1153,23-02-2011,416.6666667,0.18,31
1154,24-02-2011,143.4583333,0.11,32
1155,25-02-2011,70.91666667,0,35
1156,26-02-2011,76.25,0,36
1157,27-02-2011,58.54166667,0,36
1158,28-02-2011,19.625,0,40
1159,01-03-2011,23.5,0,41
1160,02-03-2011,25.5,0,45
1161,03-03-2011,15.70833333,0,47
1162,04-03-2011,59.375,0,44
1163,05-03-2011,96.95833333,0,44
1164,06-03-2011,16.2,0,44
1165,07-03-2011,19.33333333,0,48
1166,08-03-2011,16.69565217,0,45
1167,09-03-2011,20.86956522,0,49
1168,10-03-2011,48.70833333,0,51
1169,11-03-2011,92.95833333,0,45
1170,12-03-2011,275.5416667,0,43
1171,13-03-2011,175.2083333,0,44
1172,14-03-2011,14.70833333,0,46
1173,15-03-2011,15.95833333,0,52
1174,16-03-2011,38.41666667,0,48
1175,17-03-2011,112.952381,0,47
1176,18-03-2011,NA,0,41
1177,19-03-2011,NA,0,43
1178,20-03-2011,NA,0,45
1179,21-03-2011,21,0,46
1180,22-03-2011,17.41666667,0,48
1181,23-03-2011,21.625,0,48
1182,24-03-2011,10.47826087,0,54
1183,25-03-2011,21.04166667,0,49
1184,26-03-2011,61.66666667,0,53
1185,27-03-2011,22.70833333,0,59
1186,28-03-2011,45.66666667,0,60
1187,29-03-2011,79.83333333,0.1,51
1188,30-03-2011,99.45,0.13,46
1189,31-03-2011,217.5,0,53
1190,01-04-2011,37.69565217,0,55
1191,02-04-2011,61.82608696,0,55
1192,03-04-2011,132.3,0,57
1193,04-04-2011,126,0,59
1194,05-04-2011,207.6666667,0,56
1195,06-04-2011,142.3,0,64
1196,07-04-2011,NA,0,58
1197,08-04-2011,30,0,60
1198,09-04-2011,96.64285714,0,63
1199,10-04-2011,20.34782609,0,64
1200,11-04-2011,20.17391304,0,71
1201,12-04-2011,101.7916667,0,69
1202,13-04-2011,168.1666667,0,62
1203,14-04-2011,127.0666667,0,61
1204,15-04-2011,31.8,0,60
1205,16-04-2011,86.1,0,61
1206,17-04-2011,60.30434783,0,63
1207,18-04-2011,16.47826087,0.11,57
1208,19-04-2011,76.5,0.2,54
1209,20-04-2011,142.3333333,0,57
1210,21-04-2011,133.5384615,0,61
1211,22-04-2011,46.83333333,0,57
1212,23-04-2011,17.11111111,0,60
1213,24-04-2011,18.26086957,0,60
1214,25-04-2011,112.2173913,0,63
1215,26-04-2011,76.29166667,0.06,62
1216,27-04-2011,44.45833333,0,60
1217,28-04-2011,77.85714286,0,71
1218,29-04-2011,166.6470588,0,70
1219,30-04-2011,163.875,0,70
1220,01-05-2011,68,0,61
1221,02-05-2011,24.20833333,0,64
1222,03-05-2011,20.33333333,0,68
1223,04-05-2011,66.25,0,69
1224,05-05-2011,109.3333333,0.53,60
1225,06-05-2011,52.79166667,0.13,66
1226,07-05-2011,32.60869565,0.02,69
1227,08-05-2011,60.5,0,69
1228,09-05-2011,51.66666667,0,68
1229,10-05-2011,33.625,0,73
1230,11-05-2011,104.5416667,0,75
1231,12-05-2011,42.54166667,0,73
1232,13-05-2011,31.75,0,70
1233,14-05-2011,30.41666667,0,72
1234,15-05-2011,39.41666667,0,74
1235,16-05-2011,52.83333333,0,70
1236,17-05-2011,146.0416667,0,65
1237,18-05-2011,184.1666667,0,67
1238,19-05-2011,12.70833333,0,72
1239,20-05-2011,33.08333333,0,70
1240,21-05-2011,41.95833333,0,72
1241,22-05-2011,65.04166667,0,74
1242,23-05-2011,103.6666667,0.02,70
1243,24-05-2011,69.20833333,0,71
1244,25-05-2011,61.30434783,0,78
1245,26-05-2011,104.0909091,0,77
1246,27-05-2011,105.75,0.15,76
1247,28-05-2011,143.3333333,0,77
1248,29-05-2011,107.7916667,0,81
1249,30-05-2011,57.04166667,0,82
1250,31-05-2011,13.2173913,0,81
1251,01-06-2011,17.04347826,0,77
1252,02-06-2011,77.95833333,0,80
1253,03-06-2011,30.125,0,80
1254,04-06-2011,41.26315789,0.27,78
1255,05-06-2011,84.83333333,0.47,80
1256,06-06-2011,95.23809524,0,80
1257,07-06-2011,140.2916667,0,83
1258,08-06-2011,27.16666667,0.57,73
1259,09-06-2011,129.375,0,80
1260,10-06-2011,115.8333333,0,81
1261,11-06-2011,67.45833333,0,84
1262,12-06-2011,22,0.09,77
1263,13-06-2011,86.79166667,0.03,72
1264,14-06-2011,153.7916667,0,77
1265,15-06-2011,147.2083333,0,81
1266,16-06-2011,115.7083333,0,80
1267,17-06-2011,100.5416667,0,83
1268,18-06-2011,182.5833333,0,87
1269,19-06-2011,196.375,0,83
1270,20-06-2011,180.125,2.75,75
1271,21-06-2011,146.375,0.44,72
1272,22-06-2011,250.7916667,0,77
1273,23-06-2011,139.5416667,0,81
1274,24-06-2011,26.95833333,0,81
1275,25-06-2011,33.29166667,0,81
1276,26-06-2011,52.16666667,0,80
1277,27-06-2011,58.45833333,0,80
1278,28-06-2011,140.125,0.83,78
1279,29-06-2011,231.9583333,0.01,79
1280,30-06-2011,143.1666667,0,84
1281,01-07-2011,141.1666667,0,87
1282,02-07-2011,158.8333333,0,84
1283,03-07-2011,110.5,0,83
1284,04-07-2011,64.58333333,0.41,81
1285,05-07-2011,121.875,0,82
1286,06-07-2011,171.375,0,87
1287,07-07-2011,28.79166667,0,84
1288,08-07-2011,23.20833333,0,82
1289,09-07-2011,22,0,81
1290,10-07-2011,82.66666667,0,82
1291,11-07-2011,193.2083333,0.06,82
1292,12-07-2011,110.9583333,0.54,77
1293,13-07-2011,95.375,0,81
1294,14-07-2011,104.6666667,0.51,76
1295,15-07-2011,74.25,0,78
1296,16-07-2011,75.75,0.05,79
1297,17-07-2011,102.125,1.29,76
1298,18-07-2011,103.9583333,0.06,79
1299,19-07-2011,102.5833333,0,81
1300,20-07-2011,42.33333333,0,85
1301,21-07-2011,90.41666667,1.5,84
1302,22-07-2011,167.75,1.89,80
1303,23-07-2011,288.25,0,86
1304,24-07-2011,240.9583333,0.25,80
1305,25-07-2011,48.95833333,0,84
1306,26-07-2011,50.16666667,1.19,79
1307,27-07-2011,63.95833333,1.88,79
1308,28-07-2011,202.9166667,0,85
1309,29-07-2011,140.9166667,0,85
1310,30-07-2011,40.875,0,82
1311,31-07-2011,63.9047619,0,79
1312,01-08-2011,NA,0,81
1313,02-08-2011,NA,0,82
1314,03-08-2011,61.08333333,0,79
1315,04-08-2011,104.3913043,0.07,80
1316,05-08-2011,150.5,0,84
1317,06-08-2011,113,0.34,81
1318,07-08-2011,105,0.06,83
1319,08-08-2011,100.5,0,84
1320,09-08-2011,173.9090909,0,84
1321,10-08-2011,60.66666667,0,81
1322,11-08-2011,99.04545455,2.58,81
1323,12-08-2011,133.75,0.51,78
1324,13-08-2011,120.625,0.35,81
1325,14-08-2011,104.2083333,0.02,77
1326,15-08-2011,119.0833333,0,76
1327,16-08-2011,15.41666667,0,76
1328,17-08-2011,51.20833333,0,77
1329,18-08-2011,20.125,0,78
1330,19-08-2011,58.33333333,0,79
1331,20-08-2011,77.75,0,78
1332,21-08-2011,83.90909091,0,78
1333,22-08-2011,105.5454545,0,75
1334,23-08-2011,130,2.81,74
1335,24-08-2011,105.1333333,0,75
1336,25-08-2011,99.29166667,0,75
1337,26-08-2011,91,0,78
1338,27-08-2011,90.125,0,80
1339,28-08-2011,86.25,0,81
1340,29-08-2011,121.3043478,0.91,73
1341,30-08-2011,164.9166667,0,74
1342,31-08-2011,235.1666667,0,75
1343,01-09-2011,38.91666667,0,76
1344,02-09-2011,55.20833333,0,75
1345,03-09-2011,84.54166667,0,76
1346,04-09-2011,91.45833333,0,76
1347,05-09-2011,90.375,0.22,69
1348,06-09-2011,112.25,0.19,69
1349,07-09-2011,163.2083333,0.51,60
1350,08-09-2011,38.20833333,0,64
1351,09-09-2011,21.29166667,0,63
1352,10-09-2011,21.625,0,68
1353,11-09-2011,43.45833333,0,70
1354,12-09-2011,120.5833333,0,73
1355,13-09-2011,120.0416667,0.66,69
1356,14-09-2011,155.9166667,0.03,63
1357,15-09-2011,156.1666667,0,61
1358,16-09-2011,23.16666667,0,61
1359,17-09-2011,17.91666667,0,65
1360,18-09-2011,21.5,0,66
1361,19-09-2011,28.70833333,0,68
1362,20-09-2011,37,0,68
1363,21-09-2011,39.5,0,68
1364,22-09-2011,50.16666667,0,68
1365,23-09-2011,116.4166667,0,70
1366,24-09-2011,148.3333333,0,69
1367,25-09-2011,260.3333333,0,68
1368,26-09-2011,217.5652174,0,67
1369,27-09-2011,216.5416667,0,59
1370,28-09-2011,289.125,0,61
1371,29-09-2011,58.75,0,59
1372,30-09-2011,25,0,58
1373,01-10-2011,41.5,0,59
1374,02-10-2011,23.66666667,0,65
1375,03-10-2011,39.53846154,0,63
1376,04-10-2011,NA,0,60
1377,05-10-2011,NA,0,62
1378,06-10-2011,NA,0,67
1379,07-10-2011,146.25,0,64
1380,08-10-2011,189.5,0,64
1381,09-10-2011,359.4583333,0,64
1382,10-10-2011,80.16666667,0.51,62
1383,11-10-2011,111.375,0.59,59
1384,12-10-2011,229.0869565,0,60
1385,13-10-2011,100.0416667,0,60
1386,14-10-2011,13.20833333,0,57
1387,15-10-2011,14.33333333,0,56
1388,16-10-2011,15.91666667,0,57
1389,17-10-2011,30.375,0,57
1390,18-10-2011,91.08333333,0,58
1391,19-10-2011,171.75,0,57
1392,20-10-2011,287.2083333,0.02,53
1393,21-10-2011,252.5,0,50
1394,22-10-2011,314.2083333,0,47
1395,23-10-2011,192.0416667,0,49
1396,24-10-2011,16.91304348,0,51
1397,25-10-2011,23.05882353,0,51
1398,26-10-2011,123.0588235,0,51
1399,27-10-2011,205.5833333,0,49
1400,28-10-2011,170.5652174,0,56
1401,29-10-2011,231.4166667,0,58
1402,30-10-2011,285.7916667,0,54
1403,31-10-2011,246.25,0,56
1404,01-11-2011,206.4090909,0,57
1405,02-11-2011,41.375,0.01,54
1406,03-11-2011,67.16666667,0,52
1407,04-11-2011,99.25,0,51
1408,05-11-2011,29.875,0,53
1409,06-11-2011,65.16666667,0,49
1410,07-11-2011,57.45833333,0,47
1411,08-11-2011,55.375,0,47
1412,09-11-2011,37.20833333,0,56
1413,10-11-2011,65.91666667,0,46
1414,11-11-2011,150.0416667,0,41
1415,12-11-2011,57.33333333,0,42
1416,13-11-2011,26.79166667,0,45
1417,14-11-2011,143.0416667,0.48,45
1418,15-11-2011,208.25,0,50
1419,16-11-2011,221.7727273,0.35,41
1420,17-11-2011,121.2916667,0,36
1421,18-11-2011,86.16666667,0,37
1422,19-11-2011,23.5,0,41
1423,20-11-2011,53.08333333,0,35
1424,21-11-2011,137.5833333,0,31
1425,22-11-2011,167.2083333,0,33
1426,23-11-2011,19.45833333,0,36
1427,24-11-2011,177.7083333,0,38
1428,25-11-2011,213.3333333,0,41
1429,26-11-2011,247.0833333,0,36
1430,27-11-2011,225.7916667,0,34
1431,28-11-2011,138.625,0,31
1432,29-11-2011,63.625,0.11,30
1433,30-11-2011,99.04347826,0,32
1434,01-12-2011,158.0416667,0,29
1435,02-12-2011,320.625,0.01,31
1436,03-12-2011,125.5,0,35
1437,04-12-2011,259.2916667,0,35
1438,05-12-2011,320.4583333,0,27
1439,06-12-2011,239.2916667,0,28
1440,07-12-2011,127.5833333,0,32
1441,08-12-2011,11.04166667,0,35
1442,09-12-2011,18.20833333,0,37
1443,10-12-2011,34.29166667,0,33
1444,11-12-2011,84.66666667,0,30
1445,12-12-2011,48.08333333,0,27
1446,13-12-2011,159.6666667,0,23
1447,14-12-2011,14.45833333,0,23
1448,15-12-2011,14.54166667,0,29
1449,16-12-2011,23.04166667,0,29
1450,17-12-2011,106.9583333,0,29
1451,18-12-2011,54.08333333,0,35
1452,19-12-2011,57.75,0,32
1453,20-12-2011,87.91666667,0,30
1454,21-12-2011,24.52173913,0,32
1455,22-12-2011,27.25,0,30
1456,23-12-2011,58.125,0,28
1457,24-12-2011,39.41666667,0,28
1458,25-12-2011,86.79166667,0,31
1459,26-12-2011,135.4166667,0,26
1460,27-12-2011,198.625,0,27
1461,28-12-2011,171.7916667,0,29
1462,29-12-2011,61.375,0,28
1463,30-12-2011,132.7916667,0,28
1464,31-12-2011,159,0,26
1466,01-01-2012,70.43478261,0,25
1467,02-01-2012,67.58333333,0,24
1468,03-01-2012,14.79166667,0,26
1469,04-01-2012,30.66666667,0,28
1470,05-01-2012,113.0833333,0,25
1471,06-01-2012,119.5,0,27
1472,07-01-2012,112.75,0,23
1473,08-01-2012,165.5416667,0,25
1474,09-01-2012,173.5416667,0,30
1475,10-01-2012,246.3333333,0,30
1476,11-01-2012,50.91666667,0,29
1477,12-01-2012,155.25,0,28
1478,13-01-2012,59.20833333,0,31
1479,14-01-2012,92,0,29
1480,15-01-2012,NA,0,30
1481,16-01-2012,NA,0,28
1482,17-01-2012,327.25,0,19
1483,18-01-2012,397.9583333,0,19
1484,19-01-2012,426.7916667,0,19
1485,20-01-2012,58.66666667,0,26
1486,21-01-2012,15.45833333,0,21
1487,22-01-2012,48.04166667,0,24
1488,23-01-2012,199.875,0,26
1489,24-01-2012,21.375,0,24
1490,25-01-2012,61.5,0,23
1491,26-01-2012,109.75,0,21
1492,27-01-2012,73.625,0,26
1493,28-01-2012,86.75,0,19
1494,29-01-2012,46.58333333,0,20
1495,30-01-2012,117.9166667,0,23
1496,31-01-2012,76.375,0,27
1497,01-02-2012,18.54166667,0,29
1498,02-02-2012,28.20833333,0,25
1499,03-02-2012,71.04166667,0,22
1500,04-02-2012,35.25,0,27
1501,05-02-2012,127.875,0,29
1502,06-02-2012,79.79166667,0,30
1503,07-02-2012,18.04166667,0,31
1504,08-02-2012,14.83333333,0,29
1505,09-02-2012,47.54166667,0,30
1506,10-02-2012,25.70833333,0,31
